1:t[yr],2:M/Msun,3:Teff[K],4:log(L/Lsun),5:R/Rsun,6:log(Mdot)[Msun/yr],7:logg,8:v_surf[km/s],9:P[days],10:v_crit[km/s],11:Gamma,12:H,13:He,14:Li,15:Be,16:B,17:C,18:N,19:O,20:F,21:Ne,22:Na,23:Mg,24:Al,25:Si,26:Fe,27:sH1,28:sHe3,29:sHe4,30:sLi7,31:sBe9,32:sB10,33:sB11,34:sC12,35:sC13,36:sN14,37:sN15,38:sO16,39:sO17,40:sO18,41:sF19,42:sNe20,43:sNe21,44:sNe22,45:sNa23,46:sMg24,47:sMg25,48:sMg26,49:sAl26,50:sAl27,51:sSi28,52:sSi29,53:sSi30,54:sFe56,55:cH1,56:cHe3,57:cHe4,58:cLi7,59:cBe9,60:cB10,61:cB11,62:cC12,63:cC13,64:cN14,65:cN15,66:cO16,67:cO17,68:cO18,69:cF19,70:cNe20,71:cNe21,72:cNe22,73:cNa23,74:cMg24,74:cMg25,76:cMg26,77:cAl26,78:cAl27,79:cSi28,80:cSi29,81:cSi30,82:cFe56
2.88948e+06,49.03672,48537.36710,5.86498,12.09740,-5.21774,3.96286,255.57178,2.39647,721.60100,0.32634,12.00000,11.51935,-6.23406,-8.42366,-6.28198,7.23671,8.94093,7.27148,-0.02049,8.03776,7.05360,7.53521,6.72428,7.64143,7.63143,4.26923e-01,3.81856e-08,5.64625e-01,1.74337e-18,4.53774e-33,2.15879e-18,7.87173e-20,6.81397e-05,2.19028e-05,5.21663e-03,2.00521e-07,1.18902e-04,9.27214e-06,1.00385e-10,7.73767e-12,9.18459e-04,1.26174e-07,1.41017e-05,1.11091e-04,2.88250e-04,3.36589e-06,6.48844e-05,4.59865e-06,5.63184e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.32660e-01,7.97995e-09,6.59174e-01,7.46449e-18,3.93550e-84,1.09396e-65,1.11944e-31,7.17794e-05,2.30675e-05,5.22396e-03,1.99067e-07,1.06414e-04,8.01678e-06,3.05492e-11,1.91426e-12,9.12011e-04,1.06905e-07,1.24165e-05,1.19124e-04,2.88403e-04,1.46555e-06,6.13762e-05,5.79429e-06,6.08135e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.89270e+06,49.01722,48513.70464,5.86519,12.11210,-5.21686,3.96164,255.39946,2.40099,720.88000,0.32660,12.00000,11.51955,-6.23608,-8.43129,-6.29265,7.23684,8.94104,7.27148,-0.02187,8.03785,7.05376,7.53533,6.72434,7.64154,7.63154,4.26815e-01,3.83336e-08,5.64742e-01,1.73484e-18,4.28272e-33,2.10615e-18,7.64575e-20,6.81428e-05,2.19038e-05,5.21663e-03,2.00526e-07,1.18872e-04,9.26937e-06,1.00062e-10,7.71117e-12,9.18438e-04,1.26148e-07,1.40981e-05,1.11104e-04,2.88250e-04,3.36287e-06,6.48948e-05,4.58596e-06,5.63235e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.31894e-01,7.92501e-09,6.59174e-01,7.43019e-18,4.22669e-85,1.23310e-66,1.12202e-31,7.19449e-05,2.30675e-05,5.22396e-03,1.99067e-07,1.06414e-04,7.99834e-06,3.05492e-11,1.91426e-12,9.12011e-04,1.06660e-07,1.24165e-05,1.19399e-04,2.88403e-04,1.45546e-06,6.12350e-05,5.78096e-06,6.08135e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.89590e+06,48.99774,48489.53536,5.86539,12.12690,-5.21597,3.96040,255.06875,2.40707,720.16000,0.32686,12.00000,11.51974,-6.23816,-8.43876,-6.30330,7.23698,8.94116,7.27149,-0.02321,8.03796,7.05391,7.53545,6.72439,7.64165,7.63165,4.26707e-01,3.84831e-08,5.64846e-01,1.72612e-18,4.04259e-33,2.05490e-18,7.42660e-20,6.81475e-05,2.19053e-05,5.21675e-03,2.00530e-07,1.18845e-04,9.26659e-06,9.97493e-11,7.68546e-12,9.18438e-04,1.26125e-07,1.40948e-05,1.11114e-04,2.88250e-04,3.35985e-06,6.49068e-05,4.57330e-06,5.63287e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.31131e-01,7.87046e-09,6.60693e-01,7.41310e-18,4.98884e-86,1.57398e-67,1.12720e-31,7.19449e-05,2.30675e-05,5.22396e-03,1.99067e-07,1.06414e-04,7.99834e-06,3.05492e-11,1.91426e-12,9.12011e-04,1.06660e-07,1.24165e-05,1.19399e-04,2.88403e-04,1.44877e-06,6.12350e-05,5.76766e-06,6.08135e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.89910e+06,48.97827,48466.00650,5.86559,12.14150,-5.21518,3.95918,254.89504,2.41161,719.44500,0.32712,12.00000,11.51992,-6.24033,-8.44639,-6.31393,7.23710,8.94126,7.27148,-0.02452,8.03806,7.05405,7.53556,6.72442,7.64175,7.63175,4.26609e-01,3.86322e-08,5.64950e-01,1.71712e-18,3.81672e-33,2.00503e-18,7.21440e-20,6.81506e-05,2.19063e-05,5.21675e-03,2.00530e-07,1.18817e-04,9.26403e-06,9.94489e-11,7.66055e-12,9.18438e-04,1.26104e-07,1.40916e-05,1.11125e-04,2.88250e-04,3.35699e-06,6.49172e-05,4.56058e-06,5.63326e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.30370e-01,7.81628e-09,6.60693e-01,7.39605e-18,8.47227e-87,2.80543e-68,1.12980e-31,7.19449e-05,2.31206e-05,5.22396e-03,1.99067e-07,1.06170e-04,7.99834e-06,3.04789e-11,1.90985e-12,9.12011e-04,1.06414e-07,1.24165e-05,1.19399e-04,2.88403e-04,1.43880e-06,6.12350e-05,5.75440e-06,6.09537e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.90228e+06,48.95882,48441.39685,5.86579,12.15670,-5.21430,3.95792,254.66096,2.41684,718.71400,0.32738,12.00000,11.52009,-6.24256,-8.45427,-6.32455,7.23723,8.94136,7.27148,-0.02579,8.03816,7.05418,7.53567,6.72446,7.64185,7.63185,4.26511e-01,3.87820e-08,5.65041e-01,1.70793e-18,3.60404e-33,1.95641e-18,7.00874e-20,6.81554e-05,2.19079e-05,5.21675e-03,2.00535e-07,1.18790e-04,9.26147e-06,9.91539e-11,7.63642e-12,9.18438e-04,1.26081e-07,1.40883e-05,1.11132e-04,2.88250e-04,3.35421e-06,6.49292e-05,4.54800e-06,5.63365e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.29610e-01,7.76247e-09,6.62217e-01,7.37904e-18,1.36144e-87,4.68813e-69,1.12980e-31,7.19449e-05,2.31206e-05,5.22396e-03,1.99067e-07,1.06170e-04,7.99834e-06,3.04789e-11,1.90985e-12,9.12011e-04,1.06414e-07,1.24165e-05,1.19399e-04,2.88403e-04,1.43219e-06,6.12350e-05,5.74116e-06,6.09537e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.90546e+06,48.93938,48417.31588,5.86599,12.17160,-5.21343,3.95668,254.43668,2.42195,717.99200,0.32764,12.00000,11.52027,-6.24487,-8.46234,-6.33514,7.23735,8.94146,7.27149,-0.02702,8.03825,7.05432,7.53578,6.72450,7.64195,7.63195,4.26413e-01,3.89314e-08,5.65145e-01,1.69848e-18,3.40377e-33,1.90911e-18,6.80926e-20,6.81585e-05,2.19089e-05,5.21675e-03,2.00540e-07,1.18765e-04,9.25913e-06,9.88712e-11,7.61307e-12,9.18417e-04,1.26061e-07,1.40854e-05,1.11142e-04,2.88250e-04,3.35151e-06,6.49412e-05,4.53545e-06,5.63417e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.28852e-01,7.72681e-09,6.62217e-01,7.36207e-18,1.65959e-88,5.99791e-70,1.12980e-31,7.19449e-05,2.31206e-05,5.22396e-03,1.98609e-07,1.06170e-04,7.97995e-06,3.04789e-11,1.90985e-12,9.12011e-04,1.06170e-07,1.24165e-05,1.19399e-04,2.88403e-04,1.42233e-06,6.12350e-05,5.74116e-06,6.09537e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.90863e+06,48.91995,48392.93705,5.86619,12.18670,-5.21256,3.95544,254.24616,2.42677,717.26700,0.32790,12.00000,11.52044,-6.24727,-8.47022,-6.34571,7.23747,8.94156,7.27149,-0.02821,8.03835,7.05446,7.53589,6.72454,7.64205,7.63205,4.26314e-01,3.90823e-08,5.65236e-01,1.68873e-18,3.21521e-33,1.86303e-18,6.61607e-20,6.81616e-05,2.19099e-05,5.21675e-03,2.00544e-07,1.18738e-04,9.25657e-06,9.85962e-11,7.59049e-12,9.18417e-04,1.26038e-07,1.40825e-05,1.11153e-04,2.88250e-04,3.34888e-06,6.49516e-05,4.52293e-06,5.63456e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.28095e-01,7.67361e-09,6.63743e-01,7.34514e-18,2.31739e-89,8.83080e-71,1.13501e-31,7.19449e-05,2.31206e-05,5.22396e-03,1.98609e-07,1.06170e-04,7.97995e-06,3.04789e-11,1.90985e-12,9.12011e-04,1.06170e-07,1.24165e-05,1.19674e-04,2.88403e-04,1.41579e-06,6.12350e-05,5.72796e-06,6.09537e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.91179e+06,48.90055,48368.01540,5.86639,12.20210,-5.21168,3.95417,254.04508,2.43176,716.53300,0.32816,12.00000,11.52060,-6.24975,-8.47797,-6.35627,7.23758,8.94165,7.27150,-0.02938,8.03844,7.05458,7.53599,6.72456,7.64214,7.63214,4.26226e-01,3.92320e-08,5.65327e-01,1.67877e-18,3.03760e-33,1.81815e-18,6.42880e-20,6.81648e-05,2.19109e-05,5.21675e-03,2.00544e-07,1.18716e-04,9.25444e-06,9.83286e-11,7.56850e-12,9.18417e-04,1.26020e-07,1.40796e-05,1.11160e-04,2.88250e-04,3.34634e-06,6.49636e-05,4.51045e-06,5.63495e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.27341e-01,7.62079e-09,6.63743e-01,7.31139e-18,2.76694e-90,1.10662e-71,1.13763e-31,7.21107e-05,2.31206e-05,5.22396e-03,1.98609e-07,1.06170e-04,7.97995e-06,3.04089e-11,1.90985e-12,9.12011e-04,1.05925e-07,1.24165e-05,1.19674e-04,2.88403e-04,1.40605e-06,6.12350e-05,5.71479e-06,6.10942e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.91494e+06,48.88115,48343.10684,5.86659,12.21750,-5.21084,3.95290,253.77070,2.43746,715.80000,0.32842,12.00000,11.52076,-6.25230,-8.48546,-6.36680,7.23769,8.94174,7.27150,-0.03052,8.03853,7.05471,7.53609,6.72459,7.64223,7.63223,4.26138e-01,3.93831e-08,5.65418e-01,1.66859e-18,2.87025e-33,1.77448e-18,6.24712e-20,6.81679e-05,2.19119e-05,5.21675e-03,2.00549e-07,1.18692e-04,9.25209e-06,9.80709e-11,7.54710e-12,9.18417e-04,1.26000e-07,1.40767e-05,1.11171e-04,2.88250e-04,3.34387e-06,6.49741e-05,4.49790e-06,5.63534e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.27341e-01,7.56833e-09,6.65273e-01,7.29458e-18,2.84446e-91,1.21899e-72,1.13763e-31,7.21107e-05,2.31206e-05,5.22396e-03,1.98609e-07,1.06170e-04,7.97995e-06,3.04089e-11,1.90546e-12,9.12011e-04,1.05682e-07,1.23880e-05,1.19674e-04,2.88403e-04,1.39959e-06,6.12350e-05,5.70164e-06,6.10942e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.91808e+06,48.86178,48318.56356,5.86679,12.23270,-5.20999,3.95165,253.62679,2.44188,715.07400,0.32868,12.00000,11.52092,-6.25492,-8.49295,-6.37731,7.23780,8.94184,7.27151,-0.03161,8.03860,7.05483,7.53619,6.72461,7.64232,7.63232,4.26049e-01,3.95330e-08,5.65510e-01,1.65821e-18,2.71263e-33,1.73193e-18,6.07114e-20,6.81711e-05,2.19129e-05,5.21687e-03,2.00553e-07,1.18670e-04,9.24996e-06,9.78205e-11,7.52662e-12,9.18396e-04,1.25980e-07,1.40741e-05,1.11178e-04,2.88250e-04,3.34141e-06,6.49860e-05,4.48549e-06,5.63560e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.26588e-01,7.51623e-09,6.65273e-01,7.27780e-18,3.99945e-92,1.78649e-73,1.14025e-31,7.21107e-05,2.31739e-05,5.22396e-03,1.98609e-07,1.06170e-04,7.96159e-06,3.04089e-11,1.90546e-12,9.12011e-04,1.05682e-07,1.23880e-05,1.19674e-04,2.88403e-04,1.38995e-06,6.12350e-05,5.68853e-06,6.10942e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.92121e+06,48.84241,48292.95794,5.86699,12.24850,-5.20910,3.95036,253.35004,2.44770,714.33200,0.32894,12.00000,11.52106,-6.25760,-8.50050,-6.38781,7.23790,8.94192,7.27151,-0.03269,8.03868,7.05494,7.53628,6.72462,7.64240,7.63240,4.25971e-01,3.96844e-08,5.65588e-01,1.64771e-18,2.56407e-33,1.69044e-18,5.90052e-20,6.81742e-05,2.19139e-05,5.21687e-03,2.00553e-07,1.18648e-04,9.24783e-06,9.75776e-11,7.50654e-12,9.18396e-04,1.25962e-07,1.40715e-05,1.11186e-04,2.88250e-04,3.33910e-06,6.49965e-05,4.47311e-06,5.63599e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.25837e-01,7.48170e-09,6.65273e-01,7.26106e-18,4.15911e-93,1.93197e-74,1.14288e-31,7.21107e-05,2.31739e-05,5.22396e-03,1.98609e-07,1.05925e-04,7.96159e-06,3.04089e-11,1.90546e-12,9.12011e-04,1.05439e-07,1.23880e-05,1.19674e-04,2.88403e-04,1.38357e-06,6.12350e-05,5.67545e-06,6.10942e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.92434e+06,48.82307,48268.14741,5.86719,12.26390,-5.20825,3.94909,253.11444,2.45306,713.60300,0.32920,12.00000,11.52121,-6.26032,-8.50819,-6.39827,7.23801,8.94201,7.27151,-0.03372,8.03877,7.05506,7.53638,6.72465,7.64249,7.63249,4.25883e-01,3.98346e-08,5.65666e-01,1.63708e-18,2.42410e-33,1.65010e-18,5.73509e-20,6.81773e-05,2.19149e-05,5.21687e-03,2.00558e-07,1.18626e-04,9.24592e-06,9.73419e-11,7.48721e-12,9.18396e-04,1.25945e-07,1.40689e-05,1.11194e-04,2.88250e-04,3.33688e-06,6.50085e-05,4.46077e-06,5.63638e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.25087e-01,7.43019e-09,6.66807e-01,7.22770e-18,4.16869e-94,2.02768e-75,1.14551e-31,7.21107e-05,2.31739e-05,5.22396e-03,1.98609e-07,1.05925e-04,7.96159e-06,3.04089e-11,1.90108e-12,9.12011e-04,1.05439e-07,1.23880e-05,1.19674e-04,2.88403e-04,1.37404e-06,6.10942e-05,5.67545e-06,6.10942e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.92746e+06,48.80374,48243.02302,5.86739,12.27940,-5.20743,3.94782,252.91411,2.45812,712.87300,0.32946,12.00000,11.52135,-6.26308,-8.51596,-6.40873,7.23811,8.94209,7.27151,-0.03473,8.03885,7.05517,7.53647,6.72466,7.64257,7.63257,4.25804e-01,3.99853e-08,5.65744e-01,1.62641e-18,2.29213e-33,1.61076e-18,5.57468e-20,6.81805e-05,2.19159e-05,5.21687e-03,2.00563e-07,1.18604e-04,9.24379e-06,9.71136e-11,7.46844e-12,9.18396e-04,1.25927e-07,1.40663e-05,1.11201e-04,2.88250e-04,3.33472e-06,6.50205e-05,4.44836e-06,5.63664e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.24340e-01,7.37904e-09,6.66807e-01,7.21107e-18,4.47713e-95,2.24388e-76,1.14551e-31,7.22770e-05,2.31739e-05,5.22396e-03,1.98609e-07,1.05925e-04,7.96159e-06,3.03389e-11,1.90108e-12,9.12011e-04,1.05196e-07,1.23880e-05,1.19950e-04,2.88403e-04,1.36773e-06,6.10942e-05,5.66239e-06,6.12350e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.93056e+06,48.78442,48217.39689,5.86758,12.29520,-5.20657,3.94653,252.70090,2.46337,712.13400,0.32973,12.00000,11.52148,-6.26590,-8.52366,-6.41916,7.23820,8.94216,7.27151,-0.03572,8.03892,7.05527,7.53655,6.72466,7.64264,7.63264,4.25736e-01,4.01356e-08,5.65822e-01,1.61562e-18,2.16775e-33,1.57246e-18,5.41914e-20,6.81836e-05,2.19169e-05,5.21687e-03,2.00567e-07,1.18585e-04,9.24187e-06,9.68925e-11,7.45024e-12,9.18396e-04,1.25910e-07,1.40640e-05,1.11209e-04,2.88250e-04,3.33258e-06,6.50309e-05,4.43609e-06,5.63703e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.23594e-01,7.32825e-09,6.68344e-01,7.19449e-18,3.72392e-96,1.90985e-77,1.14815e-31,7.22770e-05,2.31739e-05,5.22396e-03,1.98609e-07,1.05925e-04,7.94328e-06,3.03389e-11,1.90108e-12,9.12011e-04,1.04954e-07,1.23880e-05,1.19950e-04,2.88403e-04,1.35831e-06,6.10942e-05,5.64937e-06,6.12350e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.93366e+06,48.76512,48191.80097,5.86778,12.31110,-5.20570,3.94524,252.48040,2.46870,711.39500,0.32999,12.00000,11.52162,-6.26874,-8.53105,-6.42957,7.23830,8.94224,7.27152,-0.03666,8.03899,7.05538,7.53664,6.72467,7.64272,7.63272,4.25657e-01,4.02856e-08,5.65900e-01,1.60480e-18,2.05045e-33,1.53515e-18,5.26842e-20,6.81852e-05,2.19180e-05,5.21687e-03,2.00567e-07,1.18566e-04,9.24017e-06,9.66785e-11,7.43276e-12,9.18375e-04,1.25895e-07,1.40618e-05,1.11217e-04,2.88250e-04,3.33050e-06,6.50429e-05,4.42385e-06,5.63729e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.22849e-01,7.27780e-09,6.68344e-01,7.17794e-18,3.89942e-97,1.98153e-78,1.15080e-31,7.22770e-05,2.31739e-05,5.22396e-03,1.98609e-07,1.05925e-04,7.94328e-06,3.03389e-11,1.90108e-12,9.12011e-04,1.04954e-07,1.23880e-05,1.19950e-04,2.88403e-04,1.35207e-06,6.10942e-05,5.63638e-06,6.12350e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.93675e+06,48.74584,48166.26760,5.86797,12.32690,-5.20484,3.94395,252.27526,2.47389,710.65900,0.33025,12.00000,11.52174,-6.27162,-8.53848,-6.43995,7.23838,8.94231,7.27152,-0.03759,8.03906,7.05547,7.53672,6.72468,7.64279,7.63279,4.25589e-01,4.04362e-08,5.65966e-01,1.59393e-18,1.93986e-33,1.49882e-18,5.12212e-20,6.81883e-05,2.19185e-05,5.21687e-03,2.00572e-07,1.18547e-04,9.23826e-06,9.64717e-11,7.41566e-12,9.18375e-04,1.25878e-07,1.40595e-05,1.11222e-04,2.88250e-04,3.32859e-06,6.50534e-05,4.41164e-06,5.63767e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.22107e-01,7.22770e-09,6.69885e-01,7.16143e-18,2.12324e-98,1.03992e-79,1.15345e-31,7.22770e-05,2.32274e-05,5.22396e-03,1.98609e-07,1.05925e-04,7.94328e-06,3.03389e-11,1.90108e-12,9.12011e-04,1.04713e-07,1.23880e-05,1.19950e-04,2.88403e-04,1.34276e-06,6.10942e-05,5.62341e-06,6.12350e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.93984e+06,48.72657,48140.39855,5.86816,12.34290,-5.20398,3.94266,252.11888,2.47864,709.91900,0.33051,12.00000,11.52186,-6.27452,-8.54592,-6.45032,7.23847,8.94239,7.27153,-0.03849,8.03913,7.05557,7.53680,6.72468,7.64286,7.63286,4.25520e-01,4.05854e-08,5.66031e-01,1.58307e-18,1.83552e-33,1.46342e-18,4.98035e-20,6.81899e-05,2.19195e-05,5.21699e-03,2.00576e-07,1.18530e-04,9.23655e-06,9.62698e-11,7.39912e-12,9.18375e-04,1.25864e-07,1.40572e-05,1.11230e-04,2.88250e-04,3.32660e-06,6.50654e-05,4.39947e-06,5.63793e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.21366e-01,7.17794e-09,6.69885e-01,7.14496e-18,2.05589e-99,6.20869e-81,1.15345e-31,7.22770e-05,2.32274e-05,5.22396e-03,1.98609e-07,1.05682e-04,7.94328e-06,3.02691e-11,1.89671e-12,9.12011e-04,1.04713e-07,1.23880e-05,1.19950e-04,2.88403e-04,1.33660e-06,6.10942e-05,5.62341e-06,6.13762e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.94291e+06,48.70732,48114.02362,5.86836,12.35920,-5.20310,3.94134,251.81835,2.48487,709.17200,0.33077,12.00000,11.52199,-6.27743,-8.55342,-6.46067,7.23856,8.94246,7.27153,-0.03936,8.03920,7.05566,7.53688,6.72467,7.64293,7.63293,4.25451e-01,4.07352e-08,5.66109e-01,1.57224e-18,1.73704e-33,1.42889e-18,4.84273e-20,6.81930e-05,2.19205e-05,5.21699e-03,2.00576e-07,1.18511e-04,9.23485e-06,9.60749e-11,7.38312e-12,9.18375e-04,1.25849e-07,1.40553e-05,1.11235e-04,2.88250e-04,3.32476e-06,6.50759e-05,4.38733e-06,5.63819e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.21366e-01,7.14496e-09,6.69885e-01,7.12853e-18,1.00000e-99,2.80543e-82,1.15611e-31,7.22770e-05,2.32274e-05,5.22396e-03,1.98609e-07,1.05682e-04,7.94328e-06,3.02691e-11,1.89671e-12,9.12011e-04,1.04472e-07,1.23880e-05,1.20226e-04,2.88403e-04,1.32739e-06,6.10942e-05,5.61048e-06,6.13762e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.94597e+06,48.68808,48088.59168,5.86855,12.37500,-5.20227,3.94005,251.64306,2.48979,708.44000,0.33104,12.00000,11.52211,-6.28035,-8.56117,-6.47098,7.23864,8.94253,7.27154,-0.04021,8.03927,7.05576,7.53696,6.72467,7.64300,7.63300,4.25383e-01,4.08846e-08,5.66174e-01,1.56146e-18,1.64418e-33,1.39531e-18,4.70934e-20,6.81962e-05,2.19210e-05,5.21699e-03,2.00581e-07,1.18495e-04,9.23315e-06,9.58871e-11,7.36750e-12,9.18375e-04,1.25835e-07,1.40530e-05,1.11242e-04,2.88250e-04,3.32292e-06,6.50879e-05,4.37532e-06,5.63845e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.20627e-01,7.09578e-09,6.71429e-01,7.09578e-18,1.00000e-99,1.25026e-83,1.15878e-31,7.24436e-05,2.32274e-05,5.22396e-03,1.98609e-07,1.05682e-04,7.92501e-06,3.02691e-11,1.89671e-12,9.12011e-04,1.04472e-07,1.23880e-05,1.20226e-04,2.88403e-04,1.32130e-06,6.10942e-05,5.59758e-06,6.13762e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.94903e+06,48.66886,48062.24147,5.86874,12.39130,-5.20140,3.93874,251.45808,2.49491,707.69500,0.33130,12.00000,11.52221,-6.28330,-8.56915,-6.48129,7.23872,8.94259,7.27154,-0.04103,8.03932,7.05584,7.53703,6.72466,7.64306,7.63306,4.25324e-01,4.10336e-08,5.66226e-01,1.55067e-18,1.55650e-33,1.36257e-18,4.57984e-20,6.81977e-05,2.19220e-05,5.21699e-03,2.00586e-07,1.18479e-04,9.23166e-06,9.57040e-11,7.35258e-12,9.18354e-04,1.25820e-07,1.40511e-05,1.11247e-04,2.88250e-04,3.32124e-06,6.50984e-05,4.36325e-06,5.63871e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.19890e-01,7.04693e-09,6.71429e-01,7.06318e-18,1.00000e-99,6.56145e-85,1.16413e-31,7.24436e-05,2.32274e-05,5.22396e-03,1.98609e-07,1.05682e-04,7.92501e-06,3.02691e-11,1.89671e-12,9.12011e-04,1.04232e-07,1.23880e-05,1.20226e-04,2.88403e-04,1.31220e-06,6.10942e-05,5.58470e-06,6.13762e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.95208e+06,48.64965,48035.67679,5.86893,12.40770,-5.20062,3.93742,251.16737,2.50111,706.94900,0.33156,12.00000,11.52232,-6.28626,-8.57732,-6.49157,7.23879,8.94265,7.27153,-0.04184,8.03937,7.05593,7.53710,6.72465,7.64312,7.63312,4.25265e-01,4.11822e-08,5.66291e-01,1.53993e-18,1.47377e-33,1.33067e-18,4.45431e-20,6.81993e-05,2.19225e-05,5.21699e-03,2.00586e-07,1.18462e-04,9.23018e-06,9.55278e-11,7.33787e-12,9.18354e-04,1.25809e-07,1.40491e-05,1.11255e-04,2.88250e-04,3.31948e-06,6.51103e-05,4.35121e-06,5.63897e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.19154e-01,6.99842e-09,6.72977e-01,7.06318e-18,1.00000e-99,4.98884e-86,1.16413e-31,7.24436e-05,2.32809e-05,5.22396e-03,1.98609e-07,1.05682e-04,7.92501e-06,3.02691e-11,1.89671e-12,9.12011e-04,1.03992e-07,1.23595e-05,1.20226e-04,2.88403e-04,1.30617e-06,6.10942e-05,5.57186e-06,6.15177e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.95815e+06,48.61129,47982.34985,5.86934,12.44110,-5.19891,3.93474,250.82778,2.51125,705.43300,0.33211,12.00000,11.52253,-6.29226,-8.59424,-6.51207,7.23894,8.94277,7.27154,-0.04336,8.03949,7.05609,7.53724,6.72463,7.64324,7.63324,4.25148e-01,4.14792e-08,5.66409e-01,1.51838e-18,1.32193e-33,1.26929e-18,4.21434e-20,6.82040e-05,2.19240e-05,5.21699e-03,2.00595e-07,1.18432e-04,9.22720e-06,9.51875e-11,7.31021e-12,9.18354e-04,1.25782e-07,1.40456e-05,1.11265e-04,2.88250e-04,3.31627e-06,6.51328e-05,4.32733e-06,5.63949e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.17687e-01,6.93426e-09,6.74528e-01,7.06318e-18,1.00000e-99,4.44631e-87,1.15878e-31,7.24436e-05,2.32809e-05,5.22396e-03,1.98609e-07,1.05682e-04,7.90679e-06,3.01995e-11,1.89234e-12,9.12011e-04,1.03753e-07,1.23595e-05,1.20226e-04,2.88403e-04,1.29122e-06,6.09537e-05,5.55904e-06,6.15177e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
